primary_key,parameter,intercept,mean_umi
\x49fbb463a3c562c3708cdd8e7cff7dc4,sd1,0.00108116121476851,2.58331187477584e-05
\x49fbb463a3c562c3708cdd8e7cff7dc4,sd2,0.0143149052068988,0.000649483459422772
\x49fbb463a3c562c3708cdd8e7cff7dc4,p3,0.0540941338942296,0
\xf79c83b8f8aa30b558a6e0562276d7c7,p1,0.108723994375716,-3.75010810590761e-05
\xf79c83b8f8aa30b558a6e0562276d7c7,mean1,0.000648187075400498,1.79561042816199e-05
\xf79c83b8f8aa30b558a6e0562276d7c7,mean2,-0.00522927476274676,0.000311586342632771
\xf79c83b8f8aa30b558a6e0562276d7c7,sd1,0.00162981168602142,3.66779485879502e-05
\xf79c83b8f8aa30b558a6e0562276d7c7,sd2,0.010071551628172,0.00050457975563722
\xf79c83b8f8aa30b558a6e0562276d7c7,p3,0.0519050752784909,0
\xa153c0e089ab50d333960ba80f8a0846,p1,0.0720416367072256,-2.84678064707306e-05
\xa153c0e089ab50d333960ba80f8a0846,mean1,0.000328398075984384,1.96269680567386e-05
\xa153c0e089ab50d333960ba80f8a0846,mean2,-0.0024612657684599,0.000281003476590781
\xa153c0e089ab50d333960ba80f8a0846,sd1,0.000691284538932479,3.95365123113545e-05
\xa153c0e089ab50d333960ba80f8a0846,sd2,0.00586908699058802,0.000593090986088905
\xa153c0e089ab50d333960ba80f8a0846,p3,0.051086445087923,0
\x60524921792d1ae996af4bc7364f2e2c,p1,0.108632514345921,-3.920688012657e-05
\x60524921792d1ae996af4bc7364f2e2c,mean1,0.000754621837291835,1.36561848910004e-05
\x60524921792d1ae996af4bc7364f2e2c,mean2,-0.0071149106921774,0.000381967571855099
\x60524921792d1ae996af4bc7364f2e2c,sd1,0.00229877151443235,2.7906686147753e-05
\x60524921792d1ae996af4bc7364f2e2c,sd2,0.0280717521807718,0.000671122474908172
\x60524921792d1ae996af4bc7364f2e2c,p3,0.0528084535933976,0
\x8d4730a74ed85028faafe2a7765f3ff8,p1,0.0628464837019436,-2.70965939684444e-05
\x8d4730a74ed85028faafe2a7765f3ff8,mean1,0.000622734472132914,2.32306114319484e-05
\x8d4730a74ed85028faafe2a7765f3ff8,mean2,-0.00732976086388268,0.000213909920993911
\x8d4730a74ed85028faafe2a7765f3ff8,sd1,0.0014875354120875,4.53995944188779e-05
\x8d4730a74ed85028faafe2a7765f3ff8,sd2,0.00713727678843717,0.000416155439693461
\x8d4730a74ed85028faafe2a7765f3ff8,p3,0.0508699345609334,0
\xc6125231e2b50bbda7ecf298b77ef16e,p1,0.0966299467759603,-2.92376470696343e-05
\xc6125231e2b50bbda7ecf298b77ef16e,mean1,0.00121175624816779,1.86798834992649e-05
\xc6125231e2b50bbda7ecf298b77ef16e,mean2,-0.0139325872537795,0.000298604060661946
\xc6125231e2b50bbda7ecf298b77ef16e,sd1,0.00365808421427976,3.96979773112181e-05
\xc6125231e2b50bbda7ecf298b77ef16e,sd2,0.0235162615948283,0.000545787714428218
\xc6125231e2b50bbda7ecf298b77ef16e,p3,0.051443416434766,0
\x0275d8c1295b3df70105691183d35e69,p1,0.13756897049545,-4.2208782002064e-05
\x0275d8c1295b3df70105691183d35e69,mean1,0.00245482227280118,2.29674356895445e-05
\x0275d8c1295b3df70105691183d35e69,mean2,-0.0365577841673787,0.000245174689462134
\x0275d8c1295b3df70105691183d35e69,sd1,0.00862660072705583,4.50402382823602e-05
\x0275d8c1295b3df70105691183d35e69,sd2,0.0251370048868212,0.00040412997260078
\x0275d8c1295b3df70105691183d35e69,p3,0.051329652286334,0
\x2ec9b3e677fe9323f4749a9e1c67a1b0,p1,0.114149220219425,-4.19703823877056e-05
\x2ec9b3e677fe9323f4749a9e1c67a1b0,mean1,0.00136691301707689,2.06402001284331e-05
\x2ec9b3e677fe9323f4749a9e1c67a1b0,mean2,-0.0185312159127439,0.000272786769246136
\x2ec9b3e677fe9323f4749a9e1c67a1b0,sd1,0.00447453843628051,4.11380863518402e-05
\x2ec9b3e677fe9323f4749a9e1c67a1b0,sd2,0.0169016774139689,0.00042742161747586
\x2ec9b3e677fe9323f4749a9e1c67a1b0,p3,0.0513063350456304,0
\xc8162aa3ce0eaa8831a46e4cdf68d21a,p1,0.0815310360004827,-1.06745680562498e-05
\xc8162aa3ce0eaa8831a46e4cdf68d21a,mean1,0.00195201247428069,1.22148992680318e-05
\xc8162aa3ce0eaa8831a46e4cdf68d21a,mean2,-0.00125976632782232,0.000378771579852205
\xc8162aa3ce0eaa8831a46e4cdf68d21a,sd1,0.00592673568801441,2.70789375006447e-05
\xc8162aa3ce0eaa8831a46e4cdf68d21a,sd2,0.10491471643876,0.000757014300689895
\xc8162aa3ce0eaa8831a46e4cdf68d21a,p3,0.0521996324876728,0
\x4326d4c54521d68ce103c410ca80fadb,p1,0.0807880756349298,-1.40830319726863e-05
\x4326d4c54521d68ce103c410ca80fadb,mean1,0.0023798144403819,2.04960581574273e-05
\x4326d4c54521d68ce103c410ca80fadb,mean2,-0.0228886184809676,0.000256586599159326
\x4326d4c54521d68ce103c410ca80fadb,sd1,0.00654446288212755,4.43528611004803e-05
\x4326d4c54521d68ce103c410ca80fadb,sd2,0.0604406379890771,0.000552384224843774
\x4326d4c54521d68ce103c410ca80fadb,p3,0.0509922140510962,0
\x2fc391cfda290b1ba824986074e7f1cb,p1,0.0889842202522335,-1.70852944190247e-05
\x2fc391cfda290b1ba824986074e7f1cb,mean1,0.00162657979977572,2.52239277706365e-05
\x2fc391cfda290b1ba824986074e7f1cb,mean2,-0.0169452785925286,0.000182945065705301
\x2fc391cfda290b1ba824986074e7f1cb,sd1,0.00405440403046411,5.08051271954882e-05
\x2fc391cfda290b1ba824986074e7f1cb,sd2,0.0303977383057242,0.000482403547412918
\x2fc391cfda290b1ba824986074e7f1cb,p3,0.0512340073867941,0
\x8c76d778fd361aa023ae8b0bdd513783,p1,0.0793495341791832,-2.72072651457926e-05
\x8c76d778fd361aa023ae8b0bdd513783,mean1,0.000759838344464895,2.04634186526811e-05
\x8c76d778fd361aa023ae8b0bdd513783,mean2,-0.00779235558729194,0.000264489804154585
\x8c76d778fd361aa023ae8b0bdd513783,sd1,0.00219204794609619,4.23802085140226e-05
\x8c76d778fd361aa023ae8b0bdd513783,sd2,0.00678903172598183,0.000434268264947973
\x8c76d778fd361aa023ae8b0bdd513783,p3,0.0513633703652641,0
\xfc2f124a735609722cc161223c9803a5,p1,0.0585948214454616,-1.67043996913746e-05
\xfc2f124a735609722cc161223c9803a5,mean1,0.00129806740163961,2.48463869998886e-05
\xfc2f124a735609722cc161223c9803a5,mean2,-0.0163426514351522,0.000183824123681686
\xfc2f124a735609722cc161223c9803a5,sd1,0.00307053062775976,5.18373183779118e-05
\xfc2f124a735609722cc161223c9803a5,sd2,0.0263935494479763,0.000421586389661889
\xfc2f124a735609722cc161223c9803a5,p3,0.0500244303049671,0
\xdff53df6fa1edd38ca954e6e3e738abf,p1,0.116752017595573,-2.0981910599312e-05
\xdff53df6fa1edd38ca954e6e3e738abf,mean1,0.00152316643564273,2.81088358346677e-05
\xdff53df6fa1edd38ca954e6e3e738abf,mean2,-0.0119501735738987,0.000142652275621057
\xdff53df6fa1edd38ca954e6e3e738abf,sd1,0.0043174747703101,5.9889787834633e-05
\xdff53df6fa1edd38ca954e6e3e738abf,sd2,0.0323415585223946,0.000571648143119865
\xdff53df6fa1edd38ca954e6e3e738abf,p3,0.0513957331369918,0
\x54d36bfa8be8802a4759863293720269,p1,0.0859172373205292,-3.55339101112215e-05
\x54d36bfa8be8802a4759863293720269,mean1,0.00065473238321285,2.11264721823498e-05
\x54d36bfa8be8802a4759863293720269,mean2,-0.00682473072468578,0.000255871325090973
\x54d36bfa8be8802a4759863293720269,sd1,0.00194307229772427,4.33777935377098e-05
\x54d36bfa8be8802a4759863293720269,sd2,0.00538883447794791,0.000430863044395032
\x54d36bfa8be8802a4759863293720269,p3,0.0510746453339831,0
\x3313f8686cf94a0eea32b248826f3db6,p1,0.112249699841051,-4.68999850529211e-05
\x3313f8686cf94a0eea32b248826f3db6,mean1,0.000566043533683936,2.11578593980835e-05
\x3313f8686cf94a0eea32b248826f3db6,mean2,-0.00343329922639915,0.000259846085345942
\x3313f8686cf94a0eea32b248826f3db6,sd1,0.00118026528354962,4.67709264124942e-05
\x3313f8686cf94a0eea32b248826f3db6,sd2,0.0026520433484396,0.000457950605198686
\x3313f8686cf94a0eea32b248826f3db6,p3,0.0511218279239524,0
\x4d4f893951bd186c43ee4460924b146a,p1,0.128892373126762,-4.45773722283953e-05
\x4d4f893951bd186c43ee4460924b146a,mean1,0.000665051945924599,2.32724743559812e-05
\x4d4f893951bd186c43ee4460924b146a,mean2,-0.00301245511456907,0.000229031638306997
\x4d4f893951bd186c43ee4460924b146a,sd1,0.00138155753796651,4.86894744842576e-05
\x4d4f893951bd186c43ee4460924b146a,sd2,0.00318208849387996,0.000485785571603732
\x4d4f893951bd186c43ee4460924b146a,p3,0.051251075571603,0
\xd36b1e45f0846b736a8bd459577506b7,p1,0.112811996058523,-3.72390261117115e-05
\xd36b1e45f0846b736a8bd459577506b7,mean1,0.00147307062128928,2.3547341008701e-05
\xd36b1e45f0846b736a8bd459577506b7,mean2,-0.0189009685891856,0.000223034229470828
\xd36b1e45f0846b736a8bd459577506b7,sd1,0.00428664463614272,4.99864406333623e-05
\xd36b1e45f0846b736a8bd459577506b7,sd2,0.0191971031945101,0.000437341311049885
\xd36b1e45f0846b736a8bd459577506b7,p3,0.051010454504857,0
\xac6a2a22cd77f80fa3bb15c1fbc3d642,p1,0.115153913466436,-5.54222665206263e-05
\xac6a2a22cd77f80fa3bb15c1fbc3d642,mean1,0.00118429592384808,2.03989442248316e-05
\xac6a2a22cd77f80fa3bb15c1fbc3d642,mean2,-0.014829866477861,0.000273271955595222
\xac6a2a22cd77f80fa3bb15c1fbc3d642,sd1,0.00349701335096594,4.45180617675208e-05
\xac6a2a22cd77f80fa3bb15c1fbc3d642,sd2,0.00932495020011914,0.000447528690554219
\xac6a2a22cd77f80fa3bb15c1fbc3d642,p3,0.0513636352731844,0
\x0f91f50745b6d8822a978e87b866e955,p1,0.0736782526632522,-1.67328303736556e-05
\x0f91f50745b6d8822a978e87b866e955,mean1,0.000892418510257016,1.8597034950353e-05
\x0f91f50745b6d8822a978e87b866e955,mean2,-0.00946078819079438,0.000297354436247876
\x0f91f50745b6d8822a978e87b866e955,sd1,0.0025629673063062,3.94521875011309e-05
\x0f91f50745b6d8822a978e87b866e955,sd2,0.0268573900366443,0.000672155304550725
\x0f91f50745b6d8822a978e87b866e955,p3,0.0510697595776465,0
\xcbdd60837030eb40ead98df281be9437,p1,0.0606978507641114,-1.90874256027028e-05
\xcbdd60837030eb40ead98df281be9437,mean1,0.000399269497220441,1.91621131244539e-05
\xcbdd60837030eb40ead98df281be9437,mean2,-0.00351377106873013,0.000286465753715899
\xcbdd60837030eb40ead98df281be9437,sd1,0.000915324883068017,3.8845404944909e-05
\xcbdd60837030eb40ead98df281be9437,sd2,0.00782455236347579,0.000604053306560072
\xcbdd60837030eb40ead98df281be9437,p3,0.0511331252669771,0
\xb429eaaed49874805d8d258e407cfc48,p1,0.0795861043193179,-2.82035227676942e-05
\xb429eaaed49874805d8d258e407cfc48,mean1,0.000624462355818946,1.9366507597409e-05
\xb429eaaed49874805d8d258e407cfc48,mean2,-0.00645376899058867,0.0002834421451446
\xb429eaaed49874805d8d258e407cfc48,sd1,0.00175535927019082,3.90693310274289e-05
\xb429eaaed49874805d8d258e407cfc48,sd2,0.00752580662678048,0.000449710037140028
\xb429eaaed49874805d8d258e407cfc48,p3,0.0515730823968645,0
\x73a741c032050c974c9bfdf229d5070c,p1,0.104512167966689,-3.44222766072493e-05
\x73a741c032050c974c9bfdf229d5070c,mean1,0.000764800347507108,2.202827244441e-05
\x73a741c032050c974c9bfdf229d5070c,mean2,-0.00710006350195699,0.000245742556942755
\x73a741c032050c974c9bfdf229d5070c,sd1,0.00189382901939469,4.6127851362937e-05
\x73a741c032050c974c9bfdf229d5070c,sd2,0.0080399944248567,0.000464489357841702
\x73a741c032050c974c9bfdf229d5070c,p3,0.0511565166672114,0
\x4af390f5e574061bab5a8ed1da0d1e55,p1,0.0611411800207037,-2.87604580574016e-05
\x4af390f5e574061bab5a8ed1da0d1e55,mean1,0.000309462202825527,2.15093390889727e-05
\x4af390f5e574061bab5a8ed1da0d1e55,mean2,-0.0025358470108936,0.00024428141117616
\x4af390f5e574061bab5a8ed1da0d1e55,sd1,0.000728932048406267,4.34137748208269e-05
\x4af390f5e574061bab5a8ed1da0d1e55,sd2,0.00206193651940956,0.000437180970023792
\x4af390f5e574061bab5a8ed1da0d1e55,p3,0.0510482114143166,0
\x53e425d07742862e8451bd1b3bd9da08,p1,0.104164169191542,-4.73836476828319e-05
\x53e425d07742862e8451bd1b3bd9da08,mean1,0.000850389313231541,2.0549790532037e-05
\x53e425d07742862e8451bd1b3bd9da08,mean2,-0.0106476423242399,0.000271403599293141
\x53e425d07742862e8451bd1b3bd9da08,sd1,0.00253233745950003,4.28386182501641e-05
\x53e425d07742862e8451bd1b3bd9da08,sd2,0.00709577878949541,0.000401025698527686
\x53e425d07742862e8451bd1b3bd9da08,p3,0.0513756568037864,0
\x45e7d88c7fc2f0a7f542bd4010d18d38,p1,0.117264164360511,-5.28419509542392e-05
\x45e7d88c7fc2f0a7f542bd4010d18d38,mean1,0.00115900297395392,2.63633868817482e-05
\x45e7d88c7fc2f0a7f542bd4010d18d38,mean2,-0.0155756303660437,0.000176911218409882
\x45e7d88c7fc2f0a7f542bd4010d18d38,sd1,0.0037141950425565,5.16017540899061e-05
\x45e7d88c7fc2f0a7f542bd4010d18d38,sd2,0.0348161015416422,0.000484868595048839
\x45e7d88c7fc2f0a7f542bd4010d18d38,p3,0.0515332515222514,0
\xe28d43b259cdc4a2b4f2305bd72aa463,p1,0.137082320766122,-1.74437924351141e-05
\xe28d43b259cdc4a2b4f2305bd72aa463,mean1,0.00296555353879042,2.17211373275597e-05
\xe28d43b259cdc4a2b4f2305bd72aa463,mean2,-0.0380174351545487,0.000262586389085985
\xe28d43b259cdc4a2b4f2305bd72aa463,sd1,0.0111161150080232,4.54567449153483e-05
\xe28d43b259cdc4a2b4f2305bd72aa463,sd2,0.109981005534556,0.000693244374825616
\xe28d43b259cdc4a2b4f2305bd72aa463,p3,0.0514590865232831,0
\xaed35eda0f411e9c331e9b71dab9c431,p1,0.0460472685182576,-4.34050147695092e-06
