primary_key,asympt_disp,extra_pois
\x9c3869cf130e4e89d140c88b7f9171d9,0.740438744785065,0.0762360617677993
\x926433a288b430f43dd18ab388021b4d,0.379144284030938,0.0766495750594895
\x44f242a9cf1992b68c4213b709f928b9,0.26738852649917,0.204503116422305
\x47e9978041a852686d262bd054049bd9,0.264647202851072,0.0642320555747047
\xd0697aa7bfda400118db3079a14c6f08,0.318826408690941,0.055485864771299
\x5235181550a42f739ddc8a4a7249e393,0.403691922634039,0.106026384199417
\x6dc1d4975a15b697a704a44c0152dc2f,0.625803913915564,0.0657350175660624
\x6e702759f3be7d92511f8e94b930dfcc,0.1686384074894,0.0775076829743887
\x28efed4f701f707799497c3e6496504a,0.315726853005668,0.0596189580723351
\x7682f495a43bfb66f352f6338889e9a7,0.174196403022341,0.0721363469187103
\x129328ada05534bdee4bf839920701b2,0.387122014721894,0.143892329069767
\x4f476c3ac7183b0b98043b683055c0c4,0.256977654323292,0.169841971713837
\x7436de3df251a46d3d49f27a825ccaf8,0.578915434656711,0.103117111997477
\x9285feabc8062eb090dff30987c10349,0.309018773536294,0.141302799963852
\xdd16432701499b374637e8ebdceb1023,0.260651471288107,0.157690222176094
\xfdf2d1763f3fc6f07d76d1e8be32879b,0.2438812136223,0.143464198438033
\x6a37e15e21d83c28bfadb7d982877504,1.57148041154392,0.186840015783354
\x9ecfeae49de79a8bef54c4bf3be286e1,0.327821643920254,0.152925526608527
\x5bdc7fa50edea7a6843b456c5c8f7606,0.239610837335235,0.117551028351238
\x726311ab8ceeeeceb6e857e246a34802,0.215081945900953,0.148321917863959
\xc66e0c4fc5ecd5e75510abd0491a132b,1.12732337508893,0.098341287299338
\xdb5f74ebc80e57152278ed348ed3eb18,0.37972347804708,0.0519179003805767
\xb1b636f37a978283c7345f9c7499d22b,0.415222649623032,0.188613533730086
\xbd9efe217a3c166f5484463ecdf47a0d,1.85072798433902,0.2109492347737
\x49fbb463a3c562c3708cdd8e7cff7dc4,0.863271657147469,0.0649217821252292
\xf79c83b8f8aa30b558a6e0562276d7c7,2.69647429884681,0.124161408751455
\xa153c0e089ab50d333960ba80f8a0846,0.902316560715411,0.0609013886665126
\x60524921792d1ae996af4bc7364f2e2c,0.695352897627997,0.134156614041113
\x8d4730a74ed85028faafe2a7765f3ff8,0.875313852724881,0.0870518446195574
\xc6125231e2b50bbda7ecf298b77ef16e,0.429729540922529,0.11416351489117
\x0275d8c1295b3df70105691183d35e69,0.759535405324017,0.236021372966851
\x2ec9b3e677fe9323f4749a9e1c67a1b0,0.928215899628122,0.191796208394753
\xc8162aa3ce0eaa8831a46e4cdf68d21a,1.74596901002661,0.154110508639822
\x4326d4c54521d68ce103c410ca80fadb,1.2700448525309,0.113195363667492
\x2fc391cfda290b1ba824986074e7f1cb,0.699850963485216,0.155830914352895
\x8c76d778fd361aa023ae8b0bdd513783,0.783961432839607,0.106638334518737
\xfc2f124a735609722cc161223c9803a5,1.4709187351661,0.079450172534608
\xdff53df6fa1edd38ca954e6e3e738abf,1.22612469510473,0.193259524646422
\x54d36bfa8be8802a4759863293720269,0.676689333031064,0.107496209041412
\x3313f8686cf94a0eea32b248826f3db6,0.487154291120306,0.126979484515035
\x4d4f893951bd186c43ee4460924b146a,0.795245845306924,0.170187240317055
\xd36b1e45f0846b736a8bd459577506b7,0.457851832060031,0.1463093011922
\xac6a2a22cd77f80fa3bb15c1fbc3d642,0.304524303335283,0.120586747992029
\x0f91f50745b6d8822a978e87b866e955,1.31319255986079,0.0951686825535244
\xcbdd60837030eb40ead98df281be9437,0.847913126810487,0.0662406632944336
\xb429eaaed49874805d8d258e407cfc48,2.05078990624216,0.117916077359036
\x73a741c032050c974c9bfdf229d5070c,0.881300213275535,0.150348717252109
\x4af390f5e574061bab5a8ed1da0d1e55,0.97167548670963,0.0677725460630773
\x53e425d07742862e8451bd1b3bd9da08,0.350339494688778,0.118107772388433
\x45e7d88c7fc2f0a7f542bd4010d18d38,0.473320202494833,0.202474456057467
\xe28d43b259cdc4a2b4f2305bd72aa463,0.532288155331812,0.245679876581742
\xaed35eda0f411e9c331e9b71dab9c431,1.50303362739816,0.0812689292059128
\x72344220ab1d4dc88152c519eff19e6d,0.924896789071761,0.0723441013695335
\x485cf99fdfc739b7bb176e8e3d261c3d,1.00211683438309,0.0628759585932182
\xa47b78b723e21dce74f27eec135da567,0.569688867139108,0.104762201147467
\x0d30af08182c551defcb3b58c9a04741,0.259664205644525,0.0915624650483435
\x7b3b04d6a06ae7e5fbc1359c033d8efe,1.08983911370014,0.254851495243564
\xdb9e6f579998048d1c65621354dfe8ef,0.482191183129352,0.0941079125318685
\x41f08d4ea0588d62081b97db72c0e776,0.385198814089047,0.218608186768173
\xf02111c733033fe5ce25cba97342dff0,0.811603933660207,0.27012394602753
\x191c668a676eac5fb58a3e63447207e5,1.1686268904141,0.215450629795109
\xa23f1b8644e4732d6e6702643f0d874d,0.897982950179409,0.0321963588531183
\xdb8a715ab096d5d7bee6061179cb7002,0.840360022532758,0.121186462635923
\xf6d6c411b45fe55715cb74b6d7d71b15,1.43565527976187,0.0580374403850453
\x87544807661acd39ba3fd48cdd2f22c1,0.610639331964784,0.153359656096695
\xc0c78e92c1c7b310575e99a84bdbf9ed,0.757750130485436,0.147170605816886
\x084f40d1927e0fec6cbf26f77fd74b45,0.664913695091726,0.0877099760060835
\x1727df7d845fddafd8e6754de5c1306e,0.733299841672463,0.108868129274345
\x20768dcba54d7804f8ce6d5da66baad7,0.509200284909707,0.181700765119483
\x4a6d28948491be7a98af61731ea29895,1.90189103245989,0.0946757565730587
\x614cd55ce4210e3319a33af9043c78d9,1.41813254978163,0.0956657437683989
\xa82b1ff1aea18377af33129a13e5236f,1.73324431447314,0.0707042953046019
